task,duration,exitcode,len_stdout,len_stderr,ram
3,21.11217713356018,0,268,0,"[65.81640625 70.8046875  84.7421875  84.7734375  84.828125   81.28515625
 81.296875   81.5        81.51171875 81.51953125 81.51953125 81.5234375
 81.52734375 81.53515625 81.5390625  81.546875   81.546875   81.55859375
 81.5625     81.5703125  81.5703125  81.5703125  81.5703125  81.57421875
 81.578125   81.578125   81.58203125 81.5859375  81.5859375  81.6015625
 81.60546875 81.609375   81.6171875  81.625      81.625      81.625
 81.625      81.62890625 81.62890625 67.84765625 67.859375  ]"
