task,duration,exitcode,len_stdout,len_stderr,ram
6,13.533244848251343,0,268,0,"[62.19140625 67.09375    81.1171875  81.15625    81.16015625 81.2734375
 81.29296875 81.44140625 81.44140625 81.453125   81.45703125 81.45703125
 81.46875    81.47265625 81.4765625  81.48046875 81.48046875 81.48046875
 81.484375   81.484375   81.49609375 81.49609375 81.5        81.5
 81.5078125  67.83984375 67.86328125]"
