task,duration,exitcode,len_stdout,len_stderr,ram
7,18.30276370048523,0,268,0,"[62.43359375 67.375      81.2578125  81.26953125 81.35546875 81.51953125
 81.58203125 81.80859375 81.81640625 81.82421875 81.82421875 81.828125
 81.83203125 81.83984375 81.86328125 81.8671875  81.87109375 81.87109375
 81.88671875 81.88671875 81.890625   81.89453125 81.89453125 81.89453125
 81.8984375  81.8984375  81.8984375  81.90234375 81.90625    81.91015625
 81.91796875 81.9296875  81.9375     81.94921875 68.234375   68.24609375]"
