task,duration,exitcode,len_stdout,len_stderr,ram
8,18.041440963745117,0,3036,0,"[62.45703125 67.4296875  81.4296875  81.46484375 81.05078125 81.94140625
 81.94921875 82.14453125 82.15234375 82.15625    82.1640625  82.16796875
 82.17578125 82.1875     82.1875     82.1953125  82.1953125  82.1953125
 82.19921875 82.19921875 82.19921875 82.19921875 82.19921875 82.20703125
 82.21484375 82.21484375 82.21484375 82.21875    82.22265625 82.23046875
 82.234375   82.2421875  82.2421875  68.30078125 68.3125    ]"
