task,duration,exitcode,len_stdout,len_stderr,ram
2,20.676761865615845,0,268,0,"[67.3984375  72.40625    86.33203125 86.3671875  86.37109375 86.02734375
 86.03125    85.015625   85.02734375 85.03515625 85.0390625  85.05078125
 85.05078125 85.05859375 85.05859375 85.0625     85.06640625 85.0703125
 85.078125   85.078125   85.08203125 85.08203125 85.0859375  85.08984375
 85.09375    85.09375    85.09375    85.10546875 85.10546875 85.10546875
 85.11328125 85.1171875  85.1171875  85.1171875  85.12109375 85.12109375
 85.12109375 85.12890625 71.40234375 71.40234375 71.4140625 ]"
