task,duration,exitcode,len_stdout,len_stderr,ram
1,12.830121994018555,0,268,0,"[69.28515625 74.2421875  88.34375    88.35546875 88.359375   88.20703125
 88.37109375 88.55859375 88.44140625 88.4453125  88.453125   88.453125
 88.453125   88.453125   88.42578125 88.3671875  87.140625   87.14453125
 87.1484375  87.15234375 87.15625    86.12109375 86.12109375 72.37109375
 72.3828125 ]"
