task,duration,exitcode,len_stdout,len_stderr,ram
9,19.037755012512207,0,268,0,"[62.4609375  67.44140625 81.3828125  81.40234375 81.67578125 81.68359375
 81.68359375 81.87109375 81.90234375 81.9296875  81.9296875  81.93359375
 81.93359375 81.93359375 81.93359375 81.93359375 81.93359375 81.93359375
 81.9375     81.9375     81.9375     81.9375     81.89453125 81.89453125
 81.89453125 81.89453125 81.89453125 81.79296875 81.7890625  81.7890625
 81.7890625  81.79296875 81.79296875 81.79296875 81.83203125 67.97265625
 67.9921875 ]"
