task,duration,exitcode,len_stdout,len_stderr,ram
4,13.506198167800903,0,268,0,"[62.12890625 67.08203125 81.0859375  81.15625    81.21484375 81.33984375
 81.375      81.55078125 81.5625     81.5625     81.5703125  81.578125
 81.58203125 81.5859375  81.5859375  81.5859375  81.5859375  81.59375
 81.6015625  81.6015625  81.6015625  81.6015625  81.6015625  81.60546875
 67.8125     67.82421875]"
