task,duration,exitcode,len_stdout,len_stderr,ram
5,25.583173036575317,0,268,0,"[62.11328125 67.05078125 81.02734375 81.05078125 81.0703125  81.25390625
 81.25390625 81.46484375 81.46875    81.46875    81.46875    81.46875
 81.484375   81.484375   81.484375   81.484375   81.484375   81.484375
 81.48828125 81.48828125 81.48828125 81.4921875  81.4921875  81.4921875
 81.4921875  81.49609375 81.49609375 81.5        81.5        81.5
 81.5        81.5078125  81.5078125  81.51171875 81.515625   81.515625
 81.515625   81.51953125 81.51953125 81.51953125 81.51953125 81.51953125
 81.51953125 81.51953125 81.5234375  81.5234375  81.52734375 81.52734375
 67.77734375 67.7890625 ]"
