task,duration,exitcode,len_stdout,len_stderr,ram
0,18.49132227897644,0,268,0,"[66.5546875  71.33984375 85.66796875 85.6796875  85.6796875  85.68359375
 85.96875    86.171875   86.171875   86.18359375 86.19921875 86.19921875
 86.21484375 86.21875    86.21875    86.21875    86.21875    86.21875
 86.22265625 86.22265625 86.22265625 86.22265625 86.22265625 86.22265625
 86.22265625 86.22265625 86.23046875 86.234375   86.234375   86.234375
 86.234375   86.234375   86.234375   86.23828125 72.515625   72.52734375]"
